UNITID,EFBAGE,LINE,LSTUDY,EFAGE01,EFAGE02,EFAGE03,EFAGE04,EFAGE05,EFAGE06,EFAGE07,EFAGE08,EFAGE09
106306,8,5,1,14,8,6,4,22,10,20,12,32
106306,8,5,2,14,8,6,4,22,10,20,12,32
106306,9,6,1,6,7,1,2,13,3,7,9,16
106306,9,6,2,6,7,1,2,13,3,7,9,16
106306,10,7,1,5,4,3,0,9,3,8,4,12
106306,10,7,2,5,4,3,0,9,3,8,4,12
106306,11,8,1,9,1,3,0,10,3,12,1,13
106306,11,8,2,9,1,3,0,10,3,12,1,13
106306,12,9,1,4,3,0,2,7,2,4,5,9
106306,12,9,2,4,3,0,2,7,2,4,5,9
106342,1,412,1,357,293,9,6,650,15,366,299,665
106342,1,112,2,357,293,9,6,650,15,366,299,665
106342,2,999,1,349,286,8,5,635,13,357,291,648
106342,2,999,2,349,286,8,5,635,13,357,291,648
106342,3,1,1,0,6,0,1,6,1,0,7,7
106342,3,1,2,0,6,0,1,6,1,0,7,7
106342,4,2,1,142,128,3,0,270,3,145,128,273
106342,4,2,2,142,128,3,0,270,3,145,128,273
106342,5,3,1,145,128,0,1,273,1,145,129,274
106342,5,3,2,145,128,0,1,273,1,145,129,274
106342,6,4,1,62,24,5,3,86,8,67,27,94
106342,6,4,2,62,24,5,3,86,8,67,27,94
106342,7,999,1,7,7,1,1,14,2,8,8,16
106342,7,999,2,7,7,1,1,14,2,8,8,16
106342,8,5,1,5,4,1,0,9,1,6,4,10
106342,8,5,2,5,4,1,0,9,1,6,4,10
106342,9,6,1,1,1,0,1,2,1,1,2,3
106342,9,6,2,1,1,0,1,2,1,1,2,3
106342,10,7,1,1,2,0,0,3,0,1,2,3
106342,10,7,2,1,2,0,0,3,0,1,2,3
106342,14,11,1,1,0,0,0,1,0,1,0,1
106342,14,11,2,1,0,0,0,1,0,1,0,1
106397,1,412,1,9891,12179,2659,2833,22070,5492,12550,15012,27562
106397,1,112,2,9060,11192,1212,1361,20252,2573,10272,12553,22825
106397,1,312,5,831,987,1447,1472,1818,2919,2278,2459,4737
106397,2,999,1,9055,11337,998,954,20392,1952,10053,12291,22344
106397,2,999,2,8654,10774,760,708,19428,1468,9414,11482,20896
106397,2,999,5,401,563,238,246,964,484,639,809,1448
106397,3,1,1,44,94,13,5,138,18,57,99,156
106397,3,1,2,44,94,13,5,138,18,57,99,156
106397,4,2,1,3541,4830,78,81,8371,159,3619,4911,8530
106397,4,2,2,3541,4830,78,81,8371,159,3619,4911,8530
106397,5,3,1,3843,4926,240,291,8769,531,4083,5217,9300
106397,5,3,2,3819,4896,237,284,8715,521,4056,5180,9236
106397,5,3,5,24,30,3,7,54,10,27,37,64
106397,6,4,1,1627,1487,667,577,3114,1244,2294,2064,4358
106397,6,4,2,1250,954,432,338,2204,770,1682,1292,2974
106397,6,4,5,377,533,235,239,910,474,612,772,1384
106397,7,999,1,836,842,1661,1879,1678,3540,2497,2721,5218
106397,7,999,2,406,418,452,653,824,1105,858,1071,1929
106397,7,999,5,430,424,1209,1226,854,2435,1639,1650,3289
106397,8,5,1,491,420,645,653,911,1298,1136,1073,2209
106397,8,5,2,259,196,202,211,455,413,461,407,868
106397,8,5,5,232,224,443,442,456,885,675,666,1341
106397,9,6,1,208,159,417,357,367,774,625,516,1141
106397,9,6,2,88,87,101,123,175,224,189,210,399
106397,9,6,5,120,72,316,234,192,550,436,306,742
106397,10,7,1,76,114,224,289,190,513,300,403,703
106397,10,7,2,39,56,52,97,95,149,91,153,244
106397,10,7,5,37,58,172,192,95,364,209,250,459
106397,11,8,1,45,113,262,362,158,624,307,475,782
106397,11,8,2,16,61,49,133,77,182,65,194,259
106397,11,8,5,29,52,213,229,81,442,242,281,523
106397,12,9,1,14,31,87,189,45,276,101,220,321
106397,12,9,2,3,15,29,68,18,97,32,83,115
106397,12,9,5,11,16,58,121,27,179,69,137,206
106397,13,10,1,2,5,26,29,7,55,28,34,62
106397,13,10,2,1,3,19,21,4,40,20,24,44
106397,13,10,5,1,2,7,8,3,15,8,10,18
106412,1,412,1,923,1339,184,222,2262,406,1107,1561,2668
106412,1,112,2,871,1287,159,190,2158,349,1030,1477,2507
106412,1,312,5,52,52,25,32,104,57,77,84,161
106412,2,999,1,855,1216,147,127,2071,274,1002,1343,2345
106412,2,999,2,831,1195,138,123,2026,261,969,1318,2287
106412,2,999,5,24,21,9,4,45,13,33,25,58
106412,3,1,1,44,77,23,22,121,45,67,99,166
106412,3,1,2,44,77,23,22,121,45,67,99,166
106412,4,2,1,360,567,55,45,927,100,415,612,1027
106412,4,2,2,360,567,55,45,927,100,415,612,1027
106412,5,3,1,290,424,26,16,714,42,316,440,756
106412,5,3,2,290,420,26,16,710,42,316,436,752
106412,5,3,5,0,4,0,0,4,0,0,4,4
106412,6,4,1,161,148,43,44,309,87,204,192,396
106412,6,4,2,137,131,34,40,268,74,171,171,342
106412,6,4,5,24,17,9,4,41,13,33,21,54
106412,7,999,1,68,123,37,95,191,132,105,218,323
106412,7,999,2,40,92,21,67,132,88,61,159,220
106412,7,999,5,28,31,16,28,59,44,44,59,103
106412,8,5,1,39,42,17,26,81,43,56,68,124
106412,8,5,2,22,32,12,19,54,31,34,51,85
106412,8,5,5,17,10,5,7,27,12,22,17,39
106412,9,6,1,11,29,5,17,40,22,16,46,62
106412,9,6,2,6,24,1,12,30,13,7,36,43
106412,9,6,5,5,5,4,5,10,9,9,10,19
106412,10,7,1,5,12,5,12,17,17,10,24,34
106412,10,7,2,3,10,2,10,13,12,5,20,25
106412,10,7,5,2,2,3,2,4,5,5,4,9
106412,11,8,1,6,23,5,17,29,22,11,40,51
106412,11,8,2,4,13,2,11,17,13,6,24,30
106412,11,8,5,2,10,3,6,12,9,5,16,21
106412,12,9,1,6,16,4,17,22,21,10,33,43
106412,12,9,2,4,12,3,9,16,12,7,21,28
106412,12,9,5,2,4,1,8,6,9,3,12,15
106412,13,10,1,1,1,1,6,2,7,2,7,9
106412,13,10,2,1,1,1,6,2,7,2,7,9
106449,1,412,1,569,981,544,888,1550,1432,1113,1869,2982
106449,1,112,2,569,981,544,888,1550,1432,1113,1869,2982
106449,2,999,1,488,809,459,656,1297,1115,947,1465,2412
106449,2,999,2,488,809,459,656,1297,1115,947,1465,2412
106449,3,1,1,8,23,283,395,31,678,291,418,709
106449,3,1,2,8,23,283,395,31,678,291,418,709
106449,4,2,1,323,548,84,76,871,160,407,624,1031
106449,4,2,2,323,548,84,76,871,160,407,624,1031
106449,5,3,1,98,154,46,100,252,146,144,254,398
106449,5,3,2,98,154,46,100,252,146,144,254,398
106449,6,4,1,59,84,46,85,143,131,105,169,274
106449,6,4,2,59,84,46,85,143,131,105,169,274
106449,7,999,1,81,172,85,232,253,317,166,404,570
106449,7,999,2,81,172,85,232,253,317,166,404,570
106449,8,5,1,34,70,29,92,104,121,63,162,225
106449,8,5,2,34,70,29,92,104,121,63,162,225
106449,9,6,1,17,42,12,44,59,56,29,86,115
106449,9,6,2,17,42,12,44,59,56,29,86,115
106449,10,7,1,15,25,16,25,40,41,31,50,81
106449,10,7,2,15,25,16,25,40,41,31,50,81
106449,11,8,1,11,26,15,38,37,53,26,64,90
106449,11,8,2,11,26,15,38,37,53,26,64,90
106449,12,9,1,4,8,11,28,12,39,15,36,51
106449,12,9,2,4,8,11,28,12,39,15,36,51
106449,13,10,1,0,1,2,5,1,7,2,6,8
106449,13,10,2,0,1,2,5,1,7,2,6,8
106458,1,412,1,2554,3911,2147,4494,6465,6641,4701,8405,13106
106458,1,112,2,2335,3501,949,1701,5836,2650,3284,5202,8486
106458,1,312,5,219,410,1198,2793,629,3991,1417,3203,4620
106458,2,999,1,2277,3493,818,1225,5770,2043,3095,4718,7813
106458,2,999,2,2168,3234,653,933,5402,1586,2821,4167,6988
106458,2,999,5,109,259,165,292,368,457,274,551,825
106458,3,1,1,15,38,268,406,53,674,283,444,727
106458,3,1,2,15,38,268,406,53,674,283,444,727
106458,4,2,1,865,1429,70,97,2294,167,935,1526,2461
106458,4,2,2,865,1429,70,97,2294,167,935,1526,2461
106458,5,3,1,944,1413,120,170,2357,290,1064,1583,2647
106458,5,3,2,937,1390,115,162,2327,277,1052,1552,2604
106458,5,3,5,7,23,5,8,30,13,12,31,43
106458,6,4,1,453,613,360,552,1066,912,813,1165,1978
106458,6,4,2,351,377,200,268,728,468,551,645,1196
106458,6,4,5,102,236,160,284,338,444,262,520,782
106458,7,999,1,277,418,1329,3269,695,4598,1606,3687,5293
106458,7,999,2,167,267,296,768,434,1064,463,1035,1498
106458,7,999,5,110,151,1033,2501,261,3534,1143,2652,3795
106458,8,5,1,154,202,429,866,356,1295,583,1068,1651
106458,8,5,2,95,120,115,220,215,335,210,340,550
106458,8,5,5,59,82,314,646,141,960,373,728,1101
106458,9,6,1,62,98,322,632,160,954,384,730,1114
106458,9,6,2,34,62,73,185,96,258,107,247,354
106458,9,6,5,28,36,249,447,64,696,277,483,760
106458,10,7,1,29,58,221,602,87,823,250,660,910
106458,10,7,2,18,41,40,125,59,165,58,166,224
106458,10,7,5,11,17,181,477,28,658,192,494,686
106458,11,8,1,28,45,266,842,73,1108,294,887,1181
106458,11,8,2,18,32,48,171,50,219,66,203,269
106458,11,8,5,10,13,218,671,23,889,228,684,912
106458,12,9,1,3,14,80,311,17,391,83,325,408
106458,12,9,2,1,12,18,59,13,77,19,71,90
106458,12,9,5,2,2,62,252,4,314,64,254,318
106458,13,10,1,1,1,11,16,2,27,12,17,29
106458,13,10,2,1,0,2,8,1,10,3,8,11
106458,13,10,5,0,1,9,8,1,17,9,9,18
106467,1,412,1,2887,3475,1759,2708,6362,4467,4646,6183,10829
106467,1,112,2,2821,3406,1588,2295,6227,3883,4409,5701,10110
106467,1,312,5,66,69,171,413,135,584,237,482,719
106467,2,999,1,2619,2992,1440,1875,5611,3315,4059,4867,8926
106467,2,999,2,2587,2964,1393,1816,5551,3209,3980,4780,8760
106467,2,999,5,32,28,47,59,60,106,79,87,166
106467,3,1,1,112,173,1122,1487,285,2609,1234,1660,2894
106467,3,1,2,112,173,1122,1487,285,2609,1234,1660,2894
106467,4,2,1,1203,1516,94,100,2719,194,1297,1616,2913
106467,4,2,2,1203,1516,94,100,2719,194,1297,1616,2913
106467,5,3,1,939,971,67,107,1910,174,1006,1078,2084
106467,5,3,2,937,969,64,101,1906,165,1001,1070,2071
106467,5,3,5,2,2,3,6,4,9,5,8,13
106467,6,4,1,365,332,157,181,697,338,522,513,1035
106467,6,4,2,335,306,113,128,641,241,448,434,882
106467,6,4,5,30,26,44,53,56,97,74,79,153
106467,7,999,1,268,483,319,833,751,1152,587,1316,1903
106467,7,999,2,234,442,195,479,676,674,429,921,1350
106467,7,999,5,34,41,124,354,75,478,158,395,553
106467,8,5,1,126,206,95,234,332,329,221,440,661
106467,8,5,2,110,191,60,145,301,205,170,336,506
106467,8,5,5,16,15,35,89,31,124,51,104,155
106467,9,6,1,64,123,69,189,187,258,133,312,445
106467,9,6,2,59,112,46,120,171,166,105,232,337
106467,9,6,5,5,11,23,69,16,92,28,80,108
106467,10,7,1,33,60,56,148,93,204,89,208,297
106467,10,7,2,28,58,29,76,86,105,57,134,191
106467,10,7,5,5,2,27,72,7,99,32,74,106
106467,11,8,1,29,69,62,176,98,238,91,245,336
106467,11,8,2,25,60,36,85,85,121,61,145,206
106467,11,8,5,4,9,26,91,13,117,30,100,130
106467,12,9,1,14,22,31,82,36,113,45,104,149
106467,12,9,2,10,18,20,50,28,70,30,68,98
106467,12,9,5,4,4,11,32,8,43,15,36,51
106467,13,10,1,2,3,6,4,5,10,8,7,15
106467,13,10,2,2,3,4,3,5,7,6,6,12
106467,13,10,5,0,0,2,1,0,3,2,1,3
106546,1,412,1,75,528,8,50,603,58,83,578,661
106546,1,112,2,75,528,8,50,603,58,83,578,661
106546,2,999,1,42,306,5,24,348,29,47,330,377
106546,2,999,2,42,306,5,24,348,29,47,330,377
106546,3,1,1,0,1,0,0,1,0,0,1,1
106546,3,1,2,0,1,0,0,1,0,0,1,1
106546,4,2,1,1,17,0,3,18,3,1,20,21
106546,4,2,2,1,17,0,3,18,3,1,20,21
106546,5,3,1,15,125,1,5,140,6,16,130,146
106546,5,3,2,15,125,1,5,140,6,16,130,146
106546,6,4,1,26,163,4,16,189,20,30,179,209
106546,6,4,2,26,163,4,16,189,20,30,179,209
106546,7,999,1,33,222,3,26,255,29,36,248,284
106546,7,999,2,33,222,3,26,255,29,36,248,284
106546,8,5,1,13,116,2,11,129,13,15,127,142
106546,8,5,2,13,116,2,11,129,13,15,127,142
106546,9,6,1,6,46,1,8,52,9,7,54,61
106546,9,6,2,6,46,1,8,52,9,7,54,61
106546,10,7,1,9,30,0,5,39,5,9,35,44
106546,10,7,2,9,30,0,5,39,5,9,35,44
106546,11,8,1,4,24,0,2,28,2,4,26,30
106546,11,8,2,4,24,0,2,28,2,4,26,30
106546,12,9,1,1,6,0,0,7,0,1,6,7
106546,12,9,2,1,6,0,0,7,0,1,6,7
106704,1,412,1,3000,5027,861,1447,8027,2308,3861,6474,10335
106704,1,112,2,2788,4513,602,712,7301,1314,3390,5225,8615
106704,1,312,5,212,514,259,735,726,994,471,1249,1720
106704,2,999,1,2739,4714,512,626,7453,1138,3251,5340,8591
106704,2,999,2,2607,4323,443,498,6930,941,3050,4821,7871
106704,2,999,5,132,391,69,128,523,197,201,519,720
106704,3,1,1,101,197,139,122,298,261,240,319,559
106704,3,1,2,101,197,139,122,298,261,240,319,559
106704,4,2,1,1141,2023,33,61,3164,94,1174,2084,3258
106704,4,2,2,1141,2023,33,60,3164,93,1174,2083,3257
106704,4,2,5,0,0,0,1,0,1,0,1,1
106704,5,3,1,1057,1751,97,138,2808,235,1154,1889,3043
106704,5,3,2,1045,1706,94,137,2751,231,1139,1843,2982
106704,5,3,5,12,45,3,1,57,4,15,46,61
106704,6,4,1,440,743,243,305,1183,548,683,1048,1731
106704,6,4,2,320,397,177,179,717,356,497,576,1073
106704,6,4,5,120,346,66,126,466,192,186,472,658
106704,7,999,1,261,313,345,815,574,1160,606,1128,1734
106704,7,999,2,181,190,155,208,371,363,336,398,734
106704,7,999,5,80,123,190,607,203,797,270,730,1000
106704,8,5,1,159,185,148,308,344,456,307,493,800
106704,8,5,2,106,107,74,94,213,168,180,201,381
106704,8,5,5,53,78,74,214,131,288,127,292,419
106704,9,6,1,45,63,69,151,108,220,114,214,328
106704,9,6,2,33,40,26,32,73,58,59,72,131
106704,9,6,5,12,23,43,119,35,162,55,142,197
106704,10,7,1,22,17,42,118,39,160,64,135,199
106704,10,7,2,13,12,15,24,25,39,28,36,64
106704,10,7,5,9,5,27,94,14,121,36,99,135
106704,11,8,1,28,42,42,141,70,183,70,183,253
106704,11,8,2,24,25,13,31,49,44,37,56,93
106704,11,8,5,4,17,29,110,21,139,33,127,160
106704,12,9,1,5,5,30,86,10,116,35,91,126
106704,12,9,2,4,5,15,19,9,34,19,24,43
106704,12,9,5,1,0,15,67,1,82,16,67,83
106704,13,10,1,2,1,14,11,3,25,16,12,28
106704,13,10,2,1,1,12,8,2,20,13,9,22
106704,13,10,5,1,0,2,3,1,5,3,3,6
106704,14,11,1,0,0,4,6,0,10,4,6,10
106704,14,11,2,0,0,4,6,0,10,4,6,10
106713,1,412,1,284,237,46,37,521,83,330,274,604
106713,1,112,2,284,237,46,37,521,83,330,274,604
106713,2,999,1,240,184,35,25,424,60,275,209,484
106713,2,999,2,240,184,35,25,424,60,275,209,484
106713,3,1,1,3,0,22,21,3,43,25,21,46
106713,3,1,2,3,0,22,21,3,43,25,21,46
106713,4,2,1,100,79,4,1,179,5,104,80,184
106713,4,2,2,100,79,4,1,179,5,104,80,184
106713,5,3,1,86,83,1,2,169,3,87,85,172
106713,5,3,2,86,83,1,2,169,3,87,85,172
106713,6,4,1,51,22,8,1,73,9,59,23,82
106713,6,4,2,51,22,8,1,73,9,59,23,82
106713,7,999,1,43,52,11,12,95,23,54,64,118
106713,7,999,2,43,52,11,12,95,23,54,64,118
106713,8,5,1,13,10,5,0,23,5,18,10,28
106713,8,5,2,13,10,5,0,23,5,18,10,28
106713,9,6,1,10,13,3,3,23,6,13,16,29
106713,9,6,2,10,13,3,3,23,6,13,16,29
106713,10,7,1,5,7,0,1,12,1,5,8,13
106713,10,7,2,5,7,0,1,12,1,5,8,13
106713,11,8,1,10,17,2,5,27,7,12,22,34
106713,11,8,2,10,17,2,5,27,7,12,22,34
106713,12,9,1,5,5,1,3,10,4,6,8,14
106713,12,9,2,5,5,1,3,10,4,6,8,14
106713,14,11,1,1,1,0,0,2,0,1,1,2
106713,14,11,2,1,1,0,0,2,0,1,1,2
106883,1,412,1,141,307,152,334,448,486,293,641,934
106883,1,112,2,141,307,152,334,448,486,293,641,934
106883,2,999,1,93,200,114,167,293,281,207,367,574
106883,2,999,2,93,200,114,167,293,281,207,367,574
106883,3,1,1,5,7,71,98,12,169,76,105,181
106883,3,1,2,5,7,71,98,12,169,76,105,181
106883,4,2,1,58,111,20,15,169,35,78,126,204
106883,4,2,2,58,111,20,15,169,35,78,126,204
106883,5,3,1,24,47,7,25,71,32,31,72,103
106883,5,3,2,24,47,7,25,71,32,31,72,103
106883,6,4,1,6,35,16,29,41,45,22,64,86
106883,6,4,2,6,35,16,29,41,45,22,64,86
106883,7,999,1,48,107,38,167,155,205,86,274,360
106883,7,999,2,48,107,38,167,155,205,86,274,360
106883,8,5,1,23,45,10,33,68,43,33,78,111
106883,8,5,2,23,45,10,33,68,43,33,78,111
106883,9,6,1,8,25,7,21,33,28,15,46,61
106883,9,6,2,8,25,7,21,33,28,15,46,61
106883,10,7,1,9,13,5,19,22,24,14,32,46
106883,10,7,2,9,13,5,19,22,24,14,32,46
106883,11,8,1,4,16,4,23,20,27,8,39,47
106883,11,8,2,4,16,4,23,20,27,8,39,47
106883,12,9,1,4,8,8,22,12,30,12,30,42
106883,12,9,2,4,8,8,22,12,30,12,30,42
106883,13,10,1,0,0,4,49,0,53,4,49,53
106883,13,10,2,0,0,4,49,0,53,4,49,53
107123,1,412,1,4,51,0,0,55,0,4,51,55
107123,1,112,2,4,51,0,0,55,0,4,51,55
107123,2,999,1,2,33,0,0,35,0,2,33,35
107123,2,999,2,2,33,0,0,35,0,2,33,35
107123,5,3,1,1,15,0,0,16,0,1,15,16
107123,5,3,2,1,15,0,0,16,0,1,15,16
107123,6,4,1,1,18,0,0,19,0,1,18,19
107123,6,4,2,1,18,0,0,19,0,1,18,19
107123,7,999,1,2,18,0,0,20,0,2,18,20
107123,7,999,2,2,18,0,0,20,0,2,18,20
107123,8,5,1,0,12,0,0,12,0,0,12,12
107123,8,5,2,0,12,0,0,12,0,0,12,12
107123,9,6,1,1,5,0,0,6,0,1,5,6
107123,9,6,2,1,5,0,0,6,0,1,5,6
107123,11,8,1,0,1,0,0,1,0,0,1,1
107123,11,8,2,0,1,0,0,1,0,0,1,1
107123,12,9,1,1,0,0,0,1,0,1,0,1
107123,12,9,2,1,0,0,0,1,0,1,0,1
107141,1,412,1,563,903,338,539,1466,877,901,1442,2343
107141,1,112,2,521,805,203,291,1326,494,724,1096,1820
107141,1,312,5,42,98,135,248,140,383,177,346,523
107141,2,999,1,496,764,207,283,1260,490,703,1047,1750
107141,2,999,2,486,735,181,231,1221,412,667,966,1633
107141,2,999,5,10,29,26,52,39,78,36,81,117
107141,3,1,1,9,7,149,200,16,349,158,207,365
107141,3,1,2,9,7,149,200,16,349,158,207,365
107141,4,2,1,211,344,20,13,555,33,231,357,588
107141,4,2,2,211,344,20,13,555,33,231,357,588
107141,5,3,1,208,324,3,5,532,8,211,329,540
107141,5,3,2,208,322,3,4,530,7,211,326,537
107141,5,3,5,0,2,0,1,2,1,0,3,3
107141,6,4,1,68,89,35,65,157,100,103,154,257
107141,6,4,2,58,62,9,14,120,23,67,76,143
107141,6,4,5,10,27,26,51,37,77,36,78,114
107141,7,999,1,67,139,131,256,206,387,198,395,593
107141,7,999,2,35,70,22,60,105,82,57,130,187
107141,7,999,5,32,69,109,196,101,305,141,265,406
107141,8,5,1,27,47,46,79,74,125,73,126,199
107141,8,5,2,14,24,7,7,38,14,21,31,52
107141,8,5,5,13,23,39,72,36,111,52,95,147
107141,9,6,1,12,28,21,53,40,74,33,81,114
107141,9,6,2,4,18,0,16,22,16,4,34,38
107141,9,6,5,8,10,21,37,18,58,29,47,76
107141,10,7,1,12,18,21,43,30,64,33,61,94
107141,10,7,2,7,8,6,9,15,15,13,17,30
107141,10,7,5,5,10,15,34,15,49,20,44,64
107141,11,8,1,10,38,34,56,48,90,44,94,138
107141,11,8,2,7,18,6,20,25,26,13,38,51
107141,11,8,5,3,20,28,36,23,64,31,56,87
107141,12,9,1,6,8,8,24,14,32,14,32,46
107141,12,9,2,3,2,2,7,5,9,5,9,14
107141,12,9,5,3,6,6,17,9,23,9,23,32
107141,13,10,1,0,0,1,1,0,2,1,1,2
107141,13,10,2,0,0,1,1,0,2,1,1,2
107327,1,412,1,237,325,273,523,562,796,510,848,1358
107327,1,112,2,237,325,273,523,562,796,510,848,1358
107327,2,999,1,188,260,212,343,448,555,400,603,1003
107327,2,999,2,188,260,212,343,448,555,400,603,1003
107327,3,1,1,4,12,169,230,16,399,173,242,415
107327,3,1,2,4,12,169,230,16,399,173,242,415
107327,4,2,1,132,149,25,49,281,74,157,198,355
107327,4,2,2,132,149,25,49,281,74,157,198,355
107327,5,3,1,38,70,9,28,108,37,47,98,145
107327,5,3,2,38,70,9,28,108,37,47,98,145
107327,6,4,1,14,29,9,36,43,45,23,65,88
107327,6,4,2,14,29,9,36,43,45,23,65,88
107327,7,999,1,49,65,61,180,114,241,110,245,355
107327,7,999,2,49,65,61,180,114,241,110,245,355
107327,8,5,1,16,29,10,35,45,45,26,64,90
107327,8,5,2,16,29,10,35,45,45,26,64,90
107327,9,6,1,13,14,3,27,27,30,16,41,57
107327,9,6,2,13,14,3,27,27,30,16,41,57
107327,10,7,1,5,11,7,24,16,31,12,35,47
107327,10,7,2,5,11,7,24,16,31,12,35,47
107327,11,8,1,9,7,11,24,16,35,20,31,51
107327,11,8,2,9,7,11,24,16,35,20,31,51
107327,12,9,1,6,4,10,31,10,41,16,35,51
107327,12,9,2,6,4,10,31,10,41,16,35,51
107327,13,10,1,0,0,20,39,0,59,20,39,59
107327,13,10,2,0,0,20,39,0,59,20,39,59
107460,1,412,1,324,452,304,524,776,828,628,976,1604
107460,1,112,2,324,452,304,524,776,828,628,976,1604
107460,2,999,1,269,338,236,349,607,585,505,687,1192
107460,2,999,2,269,338,236,349,607,585,505,687,1192
107460,3,1,1,10,13,148,196,23,344,158,209,367
107460,3,1,2,10,13,148,196,23,344,158,209,367
107460,4,2,1,178,210,53,48,388,101,231,258,489
107460,4,2,2,178,210,53,48,388,101,231,258,489
107460,5,3,1,65,78,25,49,143,74,90,127,217
107460,5,3,2,65,78,25,49,143,74,90,127,217
107460,6,4,1,16,37,10,56,53,66,26,93,119
107460,6,4,2,16,37,10,56,53,66,26,93,119
107460,7,999,1,55,114,68,175,169,243,123,289,412
107460,7,999,2,55,114,68,175,169,243,123,289,412
107460,8,5,1,16,41,20,47,57,67,36,88,124
107460,8,5,2,16,41,20,47,57,67,36,88,124
107460,9,6,1,17,30,12,54,47,66,29,84,113
107460,9,6,2,17,30,12,54,47,66,29,84,113
107460,10,7,1,6,19,13,33,25,46,19,52,71
107460,10,7,2,6,19,13,33,25,46,19,52,71
107460,11,8,1,8,17,18,29,25,47,26,46,72
107460,11,8,2,8,17,18,29,25,47,26,46,72
107460,12,9,1,6,7,4,8,13,12,10,15,25
107460,12,9,2,6,7,4,8,13,12,10,15,25
107460,13,10,1,2,0,1,4,2,5,3,4,7
107460,13,10,2,2,0,1,4,2,5,3,4,7
107512,1,412,1,608,933,88,75,1541,163,696,1008,1704
107512,1,112,2,606,896,87,75,1502,162,693,971,1664
107512,1,312,5,2,37,1,0,39,1,3,37,40
107512,2,999,1,600,909,82,71,1509,153,682,980,1662
107512,2,999,2,598,889,82,71,1487,153,680,960,1640
107512,2,999,5,2,20,0,0,22,0,2,20,22
107512,3,1,1,2,12,67,60,14,127,69,72,141
107512,3,1,2,2,12,67,60,14,127,69,72,141
107512,4,2,1,258,439,9,10,697,19,267,449,716
107512,4,2,2,258,439,9,10,697,19,267,449,716
107512,5,3,1,289,413,2,1,702,3,291,414,705
107512,5,3,2,289,412,2,1,701,3,291,413,704
107512,5,3,5,0,1,0,0,1,0,0,1,1
107512,6,4,1,51,45,4,0,96,4,55,45,100
107512,6,4,2,49,26,4,0,75,4,53,26,79
107512,6,4,5,2,19,0,0,21,0,2,19,21
107512,7,999,1,8,24,6,4,32,10,14,28,42
107512,7,999,2,8,7,5,4,15,9,13,11,24
107512,7,999,5,0,17,1,0,17,1,1,17,18
107512,8,5,1,4,11,1,1,15,2,5,12,17
107512,8,5,2,4,4,1,1,8,2,5,5,10
107512,8,5,5,0,7,0,0,7,0,0,7,7
107512,9,6,1,1,7,2,0,8,2,3,7,10
107512,9,6,2,1,2,1,0,3,1,2,2,4
107512,9,6,5,0,5,1,0,5,1,1,5,6
107512,11,8,1,2,2,2,1,4,3,4,3,7
107512,11,8,2,2,0,2,1,2,3,4,1,5
107512,11,8,5,0,2,0,0,2,0,0,2,2
107512,12,9,1,1,3,1,2,4,3,2,5,7
107512,12,9,2,1,0,1,2,1,3,2,2,4
107512,12,9,5,0,3,0,0,3,0,0,3,3
107512,13,10,1,0,1,0,0,1,0,0,1,1
107512,13,10,2,0,1,0,0,1,0,0,1,1
107521,1,412,1,73,219,410,541,292,951,483,760,1243
107521,1,112,2,73,219,410,541,292,951,483,760,1243
107521,2,999,1,47,75,388,463,122,851,435,538,973
107521,2,999,2,47,75,388,463,122,851,435,538,973
107521,3,1,1,5,8,342,392,13,734,347,400,747
107521,3,1,2,5,8,342,392,13,734,347,400,747
107521,4,2,1,21,32,31,32,53,63,52,64,116
107521,4,2,2,21,32,31,32,53,63,52,64,116
107521,5,3,1,12,21,9,15,33,24,21,36,57
107521,5,3,2,12,21,9,15,33,24,21,36,57
107521,6,4,1,9,14,6,24,23,30,15,38,53
